address,area,capacity_seated,capacity_standing,catering_options,city,cuisine,is_supervenue,lat,lng,min_attendees,mrt_distance,mrt_station,opening_hours,postcode,price,price_method,price_per_person,price_per_person_type,price_type,rating,response_rate,response_time_min,reviews,room_features,room_id,room_name,space_type,url,venue_id,venue_name,venue_part,venue_type,venue_url
252 North Bridge Road #03-22B Fairmont Singapore (South Tower),City Hall,250,0,"[1, 2, 7, 20, 8, 1000, 1001]",Singapore,Chinese,False,1.29401,103.8531473,,150 m,City Hall MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""15:00""}]",179103,S$1388,per event,-1,NULL,,0,0.6667,555,0,"[3, 5, 6, 7, 8, 12, 17, 18, 19]",101667,Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/101667/asia-grand-restaurant/restaurant?event-offer=wedding,60475,Asia Grand Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/60475/asia-grand-restaurant
133 Pasir Ris Road ,Pasir Ris Park,150,180,"[1, 2, 3, 7, 14, 15, 17, 20, 8, 1001]",Singapore,American,False,1.3849782463414,103.94480949346,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""08:00"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""23:00""}]",519149,S$50,per person,3800,per morning,,5,0.9888,13,11,"[3, 5, 6, 12, 17, 18, 20]",27883,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/27883/georges-at-the-cove-pasir-ris/entire-venue?event-offer=wedding,13197,Georges at The Cove (Pasir Ris),Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/13197/georges-at-the-cove-pasir-ris
3 Changi Business Park Central 1 ,Xilin,70,80,"[1, 15, 20, 8, 1000, 1001]",Singapore,,False,1.3340404,103.9640063,,250 m,Expo MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""17:00""}]",486037,S$316,hire fee,-1,NULL,per hour,0,0.8,89,0,"[3, 5, 6, 7, 8, 10, 11, 12, 16, 17, 18, 19, 20]",73844,Meeting room @ Dorsett Changi,Meeting Room,https://www.tagvenue.com/sg/rooms/singapore/73844/capri-changi-city/meeting-room-at-dorsett-changi,41876,Capri Changi City,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/41876/capri-changi-city
382 Havelock Road ,Robertson Quay,180,300,"[1, 9, 10, 8, 1000, 1001]",Singapore,,False,1.2891821417142,103.8366432488,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""08:00"", ""closes"": ""17:00""}]",169629,S$88,per person,8000,per day,,4.5,0.9333,34,2,"[5, 7, 8, 10, 11, 12]",16187,Wedding,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/16187/four-points-by-sheraton/jubilee-ballroom?event-offer=wedding,7268,Four Points by Sheraton,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/7268/four-points-by-sheraton
11 Cove Drive ,Sentosa,40,40,"[1, 7, 9, 10, 16, 18, 19, 1000]",Singapore,,False,1.2455573,103.8398887,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""09:00"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""13:00""}]",098497,S$540,hire fee,-1,NULL,per hour,4.4,0.9268,186,2,"[6, 7, 16, 17, 18]",46607,Synergy 1,Boat,https://www.tagvenue.com/sg/rooms/singapore/46607/one-15-marina/synergy-1,22507,One 15 Marina,Whole venue,Boat,https://www.tagvenue.com/sg/venues/singapore/22507/one-15-marina
111C King George's Avenue Ground Floor,Jalan Besar,80,100,"[7, 9, 10, 16, 21, 1000, 1001]",Singapore,,False,1.3104571,103.861815,,350 m,Lavender MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""08:00"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""08:00"", ""closes"": ""03:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Sunday""], ""opens"": ""08:00"", ""closes"": ""06:00""}]",208559,S$63,hire fee,-1,NULL,per hour,4.8,0.9988,13,44,"[5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19, 27]",67604,Ground Floor Event Space,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/67604/the-offline-room/ground-floor-event-space,35845,The Offline Room,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/35845/the-offline-room
1 Science Park Dr #01-07,Kent Ridge,200,0,"[1, 2, 1000, 1001]",Singapore,Singaporean,False,1.2917610225155,103.7857129741,,200 m,Kent Ridge MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:00""}]",118221,S$18000,per event,5500,per session,,0,0.9861,117,0,"[3, 5, 6, 7, 8, 9, 12, 16, 17, 19, 20, 24]",100424,Exclusive Venue Booking,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/100424/acacia-geneo/exclusive-venue-booking?event-offer=wedding,59741,Acacia Geneo,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/59741/acacia-geneo
"3B River Valley Road 3B River Valley Rd, #02-03",Singapore City Centre,240,320,"[1, 16, 8, 1000, 1001]",Singapore,,False,1.2910799,103.8454995,,200 m,Fort Canning MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""10:00"", ""closes"": ""02:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""18:00""}]",179021,S$525,hire fee,-1,NULL,per hour,5,1,118,4,"[5, 6, 7, 8, 9, 12, 16, 17, 18, 19, 25, 26, 27, 28]",104041,Versatile Event Space,Event Space,https://www.tagvenue.com/sg/rooms/singapore/104041/rhythm-room/versatile-event-space,61813,Rhythm Room,Whole venue,Hall,https://www.tagvenue.com/sg/venues/singapore/61813/rhythm-room
9 Scotts Road #01-01/02/03 Pacific Plaza,Boulevard,40,10,"[1, 7, 9, 21, 8, 1001]",Singapore,Japanese,False,1.3065981,103.8320871,,300 m,Orchard MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:30""}]",228210,S$5000,minimum spend,-1,NULL,per session,5,1,212,1,"[5, 7, 9, 12, 17]",56359,Entire Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/56359/torio-japanese-restaurant/entire-restaurant,27519,Torio Japanese Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/27519/torio-japanese-restaurant
6 Fort Canning Road ,Dhoby Ghaut,450,500,"[1, 1000, 1001]",Singapore,,False,1.2976025,103.8449493,,200 m,Dhoby Ghaut MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""18:30"", ""closes"": ""22:30""}]",179494,S$15000,minimum spend,-1,NULL,per evening,0,1,67,0,"[5, 6, 7, 8, 10, 11, 12, 16, 17, 18, 27]",54073,Sophia Cooke Ballroom,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/54073/sophia-cooke-ballroom/sophia-cooke-ballroom,26284,Sophia Cooke Ballroom,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/26284/sophia-cooke-ballroom
201 Henderson Road #03-28,Bukit Merah,40,50,"[7, 9, 10, 16, 18, 21, 22, 1000, 1001]",Singapore,,True,1.2829346,103.8206082,,800 m,Tiong Bahru MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",159545,S$90,hire fee,-1,NULL,per hour,4.8,1,16,38,"[5, 6, 7, 8, 9, 12, 16, 17, 18, 19, 24]",81264,"Film, Photo and Events Studio",Photo / Film Studio,https://www.tagvenue.com/sg/rooms/singapore/81264/cuble-studios/film-photo-and-events-studio,48954,Cuble Studios,Whole venue,Photo / Film Studio,https://www.tagvenue.com/sg/venues/singapore/48954/cuble-studios
116 Lavender Street #02-08,Kallang Bahru,120,120,"[7, 16, 18, 1000, 1001]",Singapore,,False,1.3118762,103.8623949,,200 m,Bendemeer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""23:00""}]",338730,S$120,hire fee,-1,NULL,per hour,4.9,1,38,9,"[5, 7, 8, 9, 12, 16, 17, 18, 19]",102243,Ju Space,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/102243/ju-space/ju-space,60796,Ju Space,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/60796/ju-space-2
217 Lavender Street ,Little India,100,100,"[7, 16, 19]",Singapore,,False,1.3145920589575,103.85968466442,,400 m,Bendemeer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""09:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""00:00""}]",338772,S$3000,hire fee,-1,NULL,per session,4.5,0.9446,62,6,"[3, 5, 6, 7, 8, 12, 17, 18]",30496,Wedding,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/30496/haus217/entire-venue?event-offer=wedding,14464,HAUS217,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/14464/haus217
323 Alexandra Road ,Alexandra Hill,120,192,"[1, 9, 10, 21, 22, 8, 1000, 1001]",Singapore,,False,1.2876691,103.8053306,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",159972,S$950,minimum spend,-1,NULL,per session,5,0.9571,139,4,"[3, 5, 6, 7, 12, 16, 17, 19]",80866,Verandah Rooftop Rotisserie,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/80866/momentus-hotel-alexandra/verandah-rooftop-rotisserie,47148,Momentus Hotel Alexandra,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/47148/momentus-hotel-alexandra
232 Bishan Street 22 #B1-112,Marymount,60,60,"[1000, 1001]",Singapore,,False,1.3581176163117,103.84595419084,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""07:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""16:30"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Sunday""], ""opens"": ""06:00"", ""closes"": ""23:00""}]",570232,S$100,hire fee,-1,NULL,per hour,5,0.9667,0,1,"[7, 10, 12, 17, 18, 25, 27]",45532,60ft by 21ft Dance Floor,Dance Studio,https://www.tagvenue.com/sg/rooms/singapore/45532/melvyn-low-dance-studio/60ft-by-21ft-dance-floor,21982,Melvyn Low Dance Studio,Private space,Dance Studio,https://www.tagvenue.com/sg/venues/singapore/21982/melvyn-low-dance-studio
"5 Straits View #01-20/21 The Heart, Marine One East Tower",Central Subzone,225,360,"[1, 20, 8, 1000, 1001]",Singapore,Singaporean,False,1.2780571867857,103.85313809067,,150 m,Downtown MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""12:00"", ""closes"": ""23:00""}]",018936,S$44,per person,4400,per session,,5,0.9854,279,1,"[5, 6, 8, 9, 12, 17, 18]",92256,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/92256/ola-ola/whole-venue?event-offer=wedding,55026,Ola-Ola,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/55026/ola-ola
2 Gunner Lane #02-02 Singapore Mess Hall Sentosa Island,Sentosa,65,104,"[1, 2, 14, 15, 17, 20, 8, 1000, 1001]",Singapore,Indian,False,1.2525088741966,103.8211163982,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",099567,S$77,per person,7700,per session,per session,0,0.875,390,0,"[3, 5, 7, 9, 12, 13, 16, 17, 18, 19]",106870,Indoor Area,Banqueting Hall,https://www.tagvenue.com/sg/rooms/singapore/106870/jalsa-event-hall/indoor-area,63475,Jalsa Event Hall,Private space,Event Venue,https://www.tagvenue.com/sg/venues/singapore/63475/jalsa-event-hall
80 Mount Pleasant Road ,Mount Pleasant,120,200,"[1, 2, 14, 15, 20, 8, 1000, 1001]",Singapore,,False,1.332249752179,103.83634016855,,700 m,Caldecott MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""22:30""}]",298334,S$10000,minimum spend,-1,NULL,per session,4.7,1,8,3,"[3, 5, 6, 7, 16, 17, 18, 19, 20]",76646,Entire Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/76646/coriander-leaf-at-polo-club/entire-restaurant,44479,Coriander Leaf @ Polo Club,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/44479/coriander-leaf-at-polo-club
32 Netheravon Road ,Changi Point,80,110,"[1, 8, 1000, 1001]",Singapore,American,False,1.3922706,103.9796223,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""23:00""}]",508508,S$40,per person,3800,per morning,,0,1,6,0,"[3, 5, 6, 12, 17, 18, 19, 25]",48165,Tekong Cove,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/48165/georges-at-changi-changi-sailing-club/tekong-cove?event-offer=wedding,22835,Georges @ Changi (Changi Sailing Club),Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/22835/georges-at-changi-changi-sailing-club
93 Stamford Road #01-04/05,Bras Basah,66,150,"[1, 7, 14, 15, 20, 8, 1001]",Singapore,European,False,1.2965216,103.848618,,250 m,Bras Basah MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""00:00""}]",178897,S$118,per person,4800,per session,,0,0.9146,229,0,"[3, 5, 6, 7, 8, 12, 17, 18, 19]",105395,Dame Museum Cafe,Cafe,https://www.tagvenue.com/sg/rooms/singapore/105395/dame/dame-museum-cafe?event-offer=wedding,61704,Dame,Private space,Cafe,https://www.tagvenue.com/sg/venues/singapore/61704/dame
2 Keppel Bay Vista ,Bukit Merah,18,18,"[1, 2, 7, 16, 1000, 1001]",Singapore,,False,1.2640047,103.8124338,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""13:00""}]",098382,S$899,hire fee,-1,NULL,per day,4.8,0.9792,15,1,"[6, 7, 9, 12, 17, 18]",46653,SunRise,Yacht,https://www.tagvenue.com/sg/rooms/singapore/46653/private-yacht-charters/sunrise,22529,Private Yacht Charters,Whole venue,Yacht,https://www.tagvenue.com/sg/venues/singapore/22529/private-yacht-charters
"20 Craig Road #01-01, Craig Place",Tanjong Pagar,60,80,"[1, 14, 15, 20, 8, 1000, 1001]",Singapore,Asian,False,1.2780316137059,103.84232746888,,350 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""12:00"", ""closes"": ""22:30""}]",089692,S$55,per person,5500,per session,per session,5,1,9,2,"[3, 5, 6, 7, 12, 16, 17, 18, 19, 25, 26]",95253,Main Dining Area,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/95253/coriander-leaf-craig/main-dining-area,45580,Coriander Leaf CRAIG,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/45580/coriander-leaf-craig
36 Jalan Selaseh #01-02,Seletar Hills,40,60,"[7, 16, 19, 1000]",Singapore,,False,1.3852452,103.8725275,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""17:00""}]",808450,S$45,hire fee,-1,NULL,per hour,0,1,0,0,"[3, 5, 6, 7, 9, 11, 12, 16, 17, 18]",96712,TGH-Seletar Event Space,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/96712/the-good-husband-laundromat-drycleaners/tgh-seletar-event-space,57745,The Good Husband Laundromat & Drycleaners,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/57745/the-good-husband-laundromat-drycleaners
420 Race Course Road ,Little India,70,100,"[7, 16, 1000, 1001]",Singapore,,False,1.3155163,103.857735,,550 m,Farrer Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""09:00"", ""closes"": ""22:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:30""}]",218667,S$130,hire fee,-1,NULL,per hour,0,1,0,0,"[5, 6, 7, 9, 10, 12, 17, 18, 19, 20, 24, 25]",115295,#BigMemories,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/115295/our-little-space-rc/bigmemories,67959,Our Little Space (RC),Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/67959/our-little-space-rc
30 Raffles Avenue ,Marina Centre,60,70,"[1, 16, 20, 1000, 1001]",Singapore,Indian,False,1.2892988,103.8631368,,450 m,Promenade MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""21:30""}]",039803,S$70,per person,5500,per session,,5,1,128,1,"[5, 6, 12, 17]",101374,Main Dining,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/101374/red-chillies/main-dining?event-offer=wedding,60281,Red Chillies,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/60281/red-chillies
405 Havelock Road ,Singapore City Centre,800,600,"[1, 2, 10, 8, 1000, 1001]",Singapore,Asian,False,1.2880885080968,103.835917892,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",169633,S$88,per person,8800,per session,per session,4.2,0.9847,11,18,"[3, 5, 7, 8, 10, 11, 12, 13, 17, 18, 24]",31584,Wedding in Venus,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/31584/furama-riverfront/venus?event-offer=wedding,14902,Furama RiverFront,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/14902/furama-riverfront
38 Jalan Pemimpin #08-08,Marymount,70,90,"[7, 9, 10, 16, 21, 1000, 1001]",Singapore,,False,1.3483408,103.8416915,,250 m,Marymount MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",577178,S$185,hire fee,-1,NULL,per hour,4.8,0.9936,26,10,"[5, 6, 7, 8, 9, 11, 12, 13, 16, 17, 19, 20]",80914,Entire Venue,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/80914/the-milky-way/entire-venue,48730,The Milky Way,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/48730/the-milky-way-studio
"27 New Industrial Road, Novelty Techpoint 02-06",Tai Seng,50,80,"[7, 9, 10, 16, 21, 8, 1000, 1001]",Singapore,,True,1.3439791821555,103.88551519635,,650 m,Bartley MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""00:00""}]",536212,S$208,hire fee,-1,NULL,per hour,4.9,1,14,90,"[3, 5, 7, 8, 9, 10, 11, 12, 16, 17, 18, 20, 25, 26, 27]",48248,Entire Private Venue,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/48248/the-velvet-affair-by-noble-affairs/entire-private-venue,23386,The Velvet Affair by Noble Affairs,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/23386/the-velvet-affair-by-noble-affairs
19 Kampong Bahru Road Level 2,Everton Park,10,50,"[7, 9, 16, 19, 21, 1000]",Singapore,,False,1.277176,103.8365537,,450 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""22:00""}]",169348,S$120,hire fee,-1,NULL,per hour,0,0.9398,73,0,"[5, 6, 7, 9, 12, 17, 19]",79977,BOL Gallery,Gallery,https://www.tagvenue.com/sg/rooms/singapore/79977/bol-gallery/bol-gallery,47800,BOL Gallery,Whole venue,Gallery,https://www.tagvenue.com/sg/venues/singapore/47800/bol-gallery
