address,area,capacity_seated,capacity_standing,catering_options,city,cuisine,is_supervenue,lat,lng,min_attendees,mrt_distance,mrt_station,opening_hours,postcode,price,price_method,price_per_person,price_per_person_type,price_type,rating,response_rate,response_time_min,reviews,room_features,room_id,room_name,space_type,url,venue_id,venue_name,venue_part,venue_type,venue_url
8 Robinson Road #01-01,Raffles Place,30,50,"[1, 8, 1000, 1001]",Singapore,French,False,1.2821229,103.8509053,,250 m,Raffles Place MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""08:00"", ""closes"": ""21:00""}]",048544,S$28,per person,2800,per session,per session,5,0.85,638,1,"[5, 6, 7, 8, 9, 12, 17, 19]",98934,Level 2,Cafe,https://www.tagvenue.com/sg/rooms/singapore/98934/paul/level-2,58672,PAUL,Private space,Cafe,https://www.tagvenue.com/sg/venues/singapore/58672/paul
86 East Coast Road ,Marine Parade,80,80,"[1, 2, 9, 10, 14, 15, 8, 1000, 1001]",Singapore,,False,1.3044294,103.9047046,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""18:00""}]",428788,S$7800,hire fee,-1,NULL,per day,0,0.8889,140,0,"[4, 5, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18]",47196,Joo Chiat Meeting Room,Meeting Room,https://www.tagvenue.com/sg/rooms/singapore/47196/hotel-indigo-singapore-katong/joo-chiat-meeting-room,22802,Hotel Indigo Singapore Katong,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/22802/hotel-indigo-singapore-katong-2
14 Jalan Pari Burong ,Bedok North,45,50,"[1, 8, 1000, 1001]",Singapore,,False,1.3335456,103.9482646,,750 m,Tanah Merah MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""17:00"", ""closes"": ""00:00""}]",488680,S$1200,minimum spend,-1,NULL,per session,5,0.9333,181,1,"[6, 7, 12, 17, 27]",57173,Entire Venue,Bar,https://www.tagvenue.com/sg/rooms/singapore/57173/nuvo-bar/entire-venue,27878,Nuvo Bar,Whole venue,Bar,https://www.tagvenue.com/sg/venues/singapore/27878/nuvo-bar-2
5 Kadayanallur Street ,Chinatown,25,40,"[1, 20, 1000, 1001]",Singapore,Greek,False,1.2804655,103.8451844,,400 m,Telok Ayer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Thursday"", ""Friday""], ""opens"": ""11:00"", ""closes"": ""15:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""09:30"", ""closes"": ""14:30""}]",069183,S$6000,minimum spend,-1,NULL,per session,0,0.75,246,0,"[5, 6, 12, 17]",97886,Outdoor Area,Rooftop,https://www.tagvenue.com/sg/rooms/singapore/97886/alani/outdoor-area,58378,Alani,Private space,Cafe,https://www.tagvenue.com/sg/venues/singapore/58378/alani
2 Perumal Road ,Little India,100,130,"[1, 7, 8, 1001]",Singapore,Italian,False,1.3126963,103.8556448,,150 m,Farrer Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:30""}]",218773,S$30,per person,3000,per session,per session,0,0.7895,568,0,"[5, 6, 7, 8, 12, 18]",50840,Dining Area,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/50840/yeast-side-lyf-at-farrer/dining-area,24567,Yeast Side LYF at Farrer,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/24567/yeast-side-lyf-at-farrer-2
400 East Coast Road ,Frankel,100,120,"[1, 7, 9, 14, 15, 8, 1000, 1001]",Singapore,Italian,False,1.3088711998137,103.91190737486,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""22:00""}]",428996,S$2000,minimum spend,-1,NULL,per session,5,0.8235,352,1,"[3, 5, 6, 7, 8, 12, 17, 18, 19]",16203,Whole Venue or Private Dining,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/16203/al-forno-east-coast/whole-venue-or-private-dining,7327,Al Forno (East Coast),Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/7327/al-forno-east-coast
127 Owen Road ,Kampong Java,70,80,"[1, 20, 8, 1000, 1001]",Singapore,Australian,False,1.3140338,103.8526624,,250 m,Farrer Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Saturday"", ""Sunday""], ""opens"": ""09:30"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""09:30"", ""closes"": ""17:00""}]",218931,S$50,per person,5000,per session,per session,0,0,0,0,"[5, 6, 7, 12, 16, 17, 18]",116815,Entire Venue,Cafe,https://www.tagvenue.com/sg/rooms/singapore/116815/old-hen-kitchen/entire-venue,65357,Old Hen Kitchen,Whole venue,Cafe,https://www.tagvenue.com/sg/venues/singapore/65357/old-hen-kitchen
86 East Coast Road ,Marine Parade,80,90,"[1, 9, 10, 14, 15, 21, 8, 1000, 1001]",Singapore,Asian,False,1.3050948,103.9042942,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""22:30""}]",428788,S$3000,minimum spend,-1,NULL,per session,0,0.9091,46,0,"[5, 6, 7, 9, 11, 12, 16, 17, 27]",25293,Whole Space,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/25293/baba-chews-restaurant/whole-space,11774,Baba Chews Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/11774/baba-chews-restaurant
85 Beach Road #01-02,Bugis,20,50,"[1, 9, 10, 17, 21, 8, 1000, 1001]",Singapore,European,False,1.2973072,103.8565727,,250 m,Bugis MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""23:00""}]",189694,S$1000,minimum spend,-1,NULL,per session,0,1,0,0,"[3, 5, 6, 7, 12, 16, 17, 18, 19]",104580,Indoor & Outdoor,Cafe,https://www.tagvenue.com/sg/rooms/singapore/104580/basq-bean/indoor-outdoor,62128,Basq & Bean (巴斯克与豆豆),Whole venue,Cafe,https://www.tagvenue.com/sg/venues/singapore/62128/basq-bean
1010 Dover Road ,Singapore Polytechnic,200,256,"[1, 2, 7, 14, 20, 8, 1001]",Singapore,Asian,False,1.3097556,103.7745444,,500 m,Dover MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""21:00""}]",139658,S$3741,hire fee,-1,NULL,per day,0,0.9091,312,0,"[5, 7, 8, 11, 12, 17, 18, 25]",105422,Grand Ballroom,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/105422/singapore-polytechnic-graduates-guild/grand-ballroom,62585,Singapore Polytechnic Graduates' Guild,Private space,Sports Club,https://www.tagvenue.com/sg/venues/singapore/62585/singapore-polytechnic-graduates-guild
"G1, 5 Ridgewood Close ",Ulu Pandan,28,40,"[1, 20, 8, 1000, 1001]",Singapore,Mediterranean,False,1.3166128,103.778971,,600 m,Dover MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""17:00"", ""closes"": ""21:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""21:00""}]",276696,S$2200,minimum spend,-1,NULL,per session,0,1,536,0,"[5, 6, 7, 8, 12, 17, 18]",98265,Event Space,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/98265/hapiha-mediterranean-taverna/event-space,58571,Hapiha Mediterranean Taverna,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/58571/hapiha-mediterranean-taverna
31 Ocean Way ,Sentosa,35,50,"[1, 8, 1000, 1001]",Singapore,Mediterranean,False,1.2479236,103.841749,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""09:30"", ""closes"": ""20:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Sunday""], ""opens"": ""09:30"", ""closes"": ""21:30""}]",098375,S$1000,minimum spend,-1,NULL,per session,0,0.4286,0,0,"[5, 6, 7, 12]",51295,Outdoor Area,Outdoor Space,https://www.tagvenue.com/sg/rooms/singapore/51295/miska-cafe/outdoor-area,24835,Miska Cafe,Semi-private area,Cafe,https://www.tagvenue.com/sg/venues/singapore/24835/miska-cafe
315 Jalan Besar ,Little India,80,100,"[1, 20, 8, 1000, 1001]",Singapore,,False,1.3115937,103.8590526,,500 m,Bendemeer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""08:30"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday""], ""opens"": ""08:30"", ""closes"": ""00:00""}]",208973,S$550,hire fee,-1,NULL,per hour,0,0.75,267,0,"[5, 6, 7, 8, 12, 17]",95012,Entire Venue,Cafe,https://www.tagvenue.com/sg/rooms/singapore/95012/average-service/entire-venue,56095,Average Service,Whole venue,Cafe,https://www.tagvenue.com/sg/venues/singapore/56095/average-service
20 Gemmill Lane ,Chinatown,40,60,"[1, 14, 15, 8, 1000, 1001]",Singapore,Italian,False,1.2823482531479,103.8471186161,,150 m,Telok Ayer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""11:30"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""17:30"", ""closes"": ""23:00""}]",069256,S$3000,minimum spend,-1,NULL,per session,5,0.8095,260,2,"[5, 6, 7]",19550,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/19550/guccio-ristorante/whole-venue,8778,Guccio Ristorante,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/8778/guccio-ristorante
45 Malan Road ,Telok Blangah Drive,90,110,"[1, 14, 15, 20, 8, 1000, 1001]",Singapore,Asian,False,1.27463294077,103.80394020966,,300 m,Labrador Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday""], ""opens"": ""12:00"", ""closes"": ""23:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""12:00"", ""closes"": ""23:00""}]",109455,S$42,per person,4200,per session,per session,0,0.3103,0,0,"[5, 6, 7, 8, 12, 17, 18]",28107,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/28107/hopscotch-gillman/entire-venue,9046,Hopscotch Gillman,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/9046/hopscotch-gillman
533 Upper Cross Street #04-29,China Square,36,36,"[1000, 1001]",Singapore,,False,1.2845605498834,103.84497363683,,50 m,Chinatown MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",050533,S$480,hire fee,-1,NULL,per hour,0,0.896,108,0,"[5, 6, 12, 17, 18]",35062,Wedding Solemnisation Space,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/35062/white-rabbit-hole-chinatown/wedding-solemnisation-space,16517,White Rabbit Hole Chinatown,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/16517/white-rabbit-hole-chinatown
32 Jalan Pari Burong ,Bedok North,45,60,"[1, 2, 7, 9, 21, 1000, 1001]",Singapore,Italian,False,1.333873962946,103.94893219511,,800 m,Tanah Merah MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:30""}]",488698,S$2500,minimum spend,-1,NULL,per session,0,1,0,0,"[5, 6, 7]",20112,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/20112/porta-porta-italian-restaurant/whole-venue,9037,Porta-Porta Italian Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/9037/porta-porta-italian-restaurant
275 Thomson Road ,Moulmein,34,54,"[1, 20, 8, 1000, 1001]",Singapore,French,False,1.3208647,103.8417567,,250 m,Novena MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""23:00""}]",307645,S$1500,minimum spend,-1,NULL,per session,0,0,0,0,"[5, 6, 7, 12, 17]",105242,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/105242/braseiro-singapore-novena/entire-venue,62480,BRASEIRO SINGAPORE (NOVENA),Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/62480/braseiro-singapore-novena-2
51 Chander Road ,Little India,50,80,"[1, 14, 20, 8, 1000, 1001]",Singapore,Indian,False,1.308597,103.8515601,,300 m,Rochor MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:30""}]",219548,S$38,per person,3800,per session,per session,0,0,0,0,"[5, 7, 8, 12, 17, 18]",107426,Function hall,Function Room,https://www.tagvenue.com/sg/rooms/singapore/107426/gurkha-palace/function-hall,63747,Gurkha Palace,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/63747/gurkha-palace
486 Serangoon Road ,Little India,30,0,"[1, 14, 15, 20, 8, 1000, 1001]",Singapore,Indian,False,1.313845,103.8572848,,400 m,Farrer Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""11:00"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:30""}]",218151,S$44,per person,4400,per session,per session,0,0,0,0,"[5, 6, 7, 12, 17]",97828,Indoor Area,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/97828/podi-poriyal/indoor-area,58347,Podi & Poriyal,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/58347/podi-poriyal
"500 Jalan Sultan Hotel Boss, #01-17",Lavender,100,160,"[1, 20, 8, 1000, 1001]",Singapore,Indian,False,1.3056188,103.8603467,,350 m,Lavender MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""07:00"", ""closes"": ""22:00""}]",199020,S$4000,minimum spend,-1,NULL,per session,0,0.6667,295,0,"[5, 6, 7, 12, 17]",97768,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/97768/salt-pepper-pte-ltd/entire-venue,58261,Salt & Pepper Pte Ltd,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/58261/salt-pepper-pte-ltd
